content,userName,score,at,app_name
alhamdulillah moga barokah,Nurul Burhan,5,2020-06-24 02:28:18,nujek
sangat bantu lbih hemat moga depan lbih baik lgi soal map soaonya map driver ga jlan,a lint,4,2020-06-23 13:41:47,nujek
3 dulu ada tanggap,Mas Bagong,3,2020-06-22 16:54:58,nujek
nijek gc pake sepeda dayung kasi 3 bintang dlu y,Nandofer Ginting Ginting,3,2020-06-22 14:31:59,nujek
kadang suka gak connect,Zihni Kamal,4,2020-06-20 23:33:02,nujek
bagus maju umat saran tingkat layan jadi transportasi online unggul saing,okin satria,5,2020-06-20 18:10:30,nujek
uda sen makan sekali eh mau sen ga karna kurang driver tpi semua sistem si bagus lebih murah aplikasi lain sen cuma tambah drivernya jangan kecewa konsumen,86,1,2020-06-20 04:31:09,nujek
verifikasi akun gagal terus jaring sibuk bla bla bla gmana mau saing ama apk jenis kalo begini,Cuplis #87,1,2020-06-19 13:08:16,nujek
sempurna aplikasi semangat moga tambah maju kembang seluruh wilayah nusantara ini,Rangkuti Kuti,5,2020-06-18 14:27:32,nujek
mantap benar sukses selalu nusantara ojek pasuruan kota,Diar Musanto,5,2020-06-18 05:59:41,nujek
sangat cerdas manfaat,Wahyu Budiono,5,2020-06-18 03:33:10,nujek
coba planggan hilang pesan milih2 driver nya buat auto gt malang masak kalah sama maxim baner2 nujek gratis kan taruh stand2 gede n ramai jgn malas,Ila Laila,1,2020-06-17 23:56:41,nujek
nujek on murah riah,Ambon suadji SUADJI,5,2020-06-17 12:01:53,nujek
mau tanya om tante oderan cs nujek udh blum pekanbaru soal nya mau isi saldo takut oderan gk nnti benam gitu aja sa do tolong blz ya thks,Abdul Rahim,3,2020-06-17 04:24:54,nujek
plis jngn dwnload nnti nyesal prtma login gk entah it server yah pkkny plis jngn dwnload,Mohamad Afdhal Samsaman,1,2020-06-17 02:52:02,nujek
nujek syariah jujur senang dgn app nujek,Amelia Putri,5,2020-06-17 01:50:44,nujek
alhamdulillah aplikasi nya baguuuuuuuuus bangeeeeeeeeeet,dadang we,5,2020-06-16 13:37:38,nujek
mohon maaf nu food nya sesuai daerah masa dikarawang yg keluar warung surabaya misal daerah belum jangan tampil sekian terimakasih,Gilang Satri,3,2020-06-15 12:36:29,nujek
mohon lebih kembang,muh taruna,5,2020-06-15 11:55:39,nujek
kok louding nya susah masuk nya hehehe hehehe,Yuwono Lisdiyantho,5,2020-06-15 04:37:34,nujek
ini say suka murah drivernya ramah saya purwokerto cilacap antar barang ongkos cma 100rbu biasa pake gojek apa grab 200rbuan irit ongkos awal bngng krena registrasi tulis unverified tp trnyata sdh guna maju trs nujek,M Cakraningrat Andhika T,5,2020-06-15 03:28:28,nujek
kenapa akun ku bisa kode verifikasi skali minta kode verifikasi muncul jawab nomor di guna akun lain,Alex 79,1,2020-06-14 14:44:53,nujek
top banget deh,Susanto Putra,5,2020-06-14 00:29:49,nujek
tolong tingkat kan layan nya kenapa apps sering kali eror gak jelas,Risna Gobel,2,2020-06-13 12:18:04,nujek
sorry paksa uninstal utk daftar aja susah banget jaring sibuk trs,basuki widodo,1,2020-06-13 11:05:47,nujek
gak jelas aplikasi jaring sibuk trus ga login,Dani 21,2,2020-06-13 11:00:07,nujek
aplikasi sampah yang buat sampah isi sampah keluar sampah ya aplikasi sampah vertifikasi ribet kayak ampas,Candra 087,1,2020-06-13 04:32:44,nujek
drivernya ramah sopan jujur,rizka nuruddin,5,2020-06-12 14:00:06,nujek
moga depan login provider lain bukan dengan provider telkomsel dan lebih banyak baru,Hendra Setia,5,2020-06-11 14:29:54,nujek
ribet pas verivikasi harus pake kartu telkomsel harus di semua kartu kalo kya gin csnya pda ga mau download terlalu ribet kalo kya gni trs ga bakal maju aplikasi mentok2 nyampe sini aja kalo ngga ada ubah,Wawan Setyawan,1,2020-06-11 00:12:37,nujek
nujek mantap,Hendra Naleko,5,2020-06-10 16:29:37,nujek
no comentlah jelas perlu banyak baik,Didik Riyanto VTUBER,2,2020-06-10 12:30:53,nujek
kurang bagus baru download gak registrasi payah buang2 kuota,Deys Sabrina,1,2020-06-10 10:42:20,nujek
untuk input data aja ribet jaring sibuk lah ini padahal jaring kenceng bgd aplikasi suek langsung aku uninstal gak mutu,dee agusty,1,2020-06-10 09:42:51,nujek
register aja ndak bisa payah,Rudi Chan,1,2020-06-10 07:37:26,nujek
g bisa login v,Hafsah Bahar,1,2020-06-10 06:01:36,nujek
bgaimana cara daftar jadi mitra nu taxi ada aplikasi nya,Irsyad AFFAN,4,2020-06-10 05:04:57,nujek
gabisa buka aplikasi udah hari,Vinalda Raafinta,5,2020-06-09 13:15:18,nujek
kok gak di buka aplikasi,firecat channel,4,2020-06-09 11:55:54,nujek
sangat bantu murah,Di' Nadjamuddin,5,2020-06-09 07:19:25,nujek
kadang lelet ga jelas,Devi Kharisma,1,2020-06-09 07:00:21,nujek
baru taraf coba sdh,Wahida Nurul,5,2020-06-09 03:26:28,nujek
sangat bangga warga nahdliyyin ikut support nujek-nusantara ojek,Supatmanto,5,2020-06-08 16:51:10,nujek
apk jelek sangat jelek masih mending maximm,Muhammad Rafli,1,2020-06-08 12:29:18,nujek
ok bagus sangat bantu hemat,Siti Nur'aeni,5,2020-06-08 08:06:41,nujek
mau aku coba nih,Sugi ana,2,2020-06-08 06:54:14,nujek
login server sibuk trs kalah sama server jaman warnet wakakaka mending dagang goreng lah ga bakal saing awal login aja server ga kuat alias lot uninstall ajaaaaa itu lebih baik,Wira Wiri,1,2020-06-08 06:07:55,nujek
smogah lancar nujek sidoarjo,Andre Ibanez,5,2020-06-08 03:56:18,nujek
masih perlu sempurna lagi gambar peta kacau bila perlu terap bayar digital nupay apa join salah satu bayar digital,Ardian Ilham,3,2020-06-07 17:04:06,nujek
mantapp moga berkah,rafa gembul,5,2020-06-07 12:07:37,nujek
parah ojol anterin mudah unk log in,Ayadi,1,2020-06-06 13:58:25,nujek
driver cepat kendali aman,Nuke Sby,5,2020-06-06 06:28:18,nujek
di jakarta kemudi nya bom ya,Wahyu SM Prima,5,2020-06-05 13:20:16,nujek
main mula nih respon call center nya sangat amat lambat banget chat sekarang siap aja balas minggu depan harus datang baru soal layan kompetisi merek belah kayak nujek cuma jadi pandu sorak aja gak lebih buat ramai jagad transportasi online aja,Arek Blambangan,1,2020-06-05 10:23:17,nujek
apk sangat bantu harga jangkau kantong kering driver juga ramah baik kurang saja maps nya bisa jalan moga makin kembang maju aplikasi datang saya rasa cukup baik,Siti Nur Hasanah,4,2020-06-05 00:34:12,nujek
enak pilih driver,Risniputri Hamdani,5,2020-06-04 06:02:14,nujek
nu jek selalu hati bravo,Cireng Mbulet,5,2020-06-04 04:51:19,nujek
minta providernya jangan untuk kartu telkomsel yang akses verifikasi,Mas Sofwan Pwt,1,2020-06-03 14:07:54,nujek
sangat bantu terimakasih,Lukmanul Khakim,4,2020-06-03 13:31:57,nujek
luas area layan seluruh jatim semangat,agus suwito,5,2020-06-03 11:53:45,nujek
moga makin baik,M Irvan Firmansyah,5,2020-06-03 08:50:55,nujek
kok gak isok daftar opo o iki aplikasi taek,Ramandhan Widyatama putra,1,2020-06-02 19:22:21,nujek
bagus tarif jg lebih murah,Salsabilah Putri,4,2020-06-01 19:37:15,nujek
aktif akun,Mochammad Arofa,5,2020-06-01 18:54:45,nujek
mantul susces sllu smg jaya d negeri cinta,Cas Man,5,2020-06-01 15:09:14,nujek
aneh kata cuma untuk nomer telkomsel pas gw input nomer telkomsel gw eh nyata tolak gmn mau saing cb surabaya,Nadif Putra,1,2020-06-01 14:42:58,nujek
sangat baik jujur,Minarti N,5,2020-06-01 09:39:46,nujek
di palembang drivernya minim sekali ada 1 driver,dwi amirul m,5,2020-05-31 07:33:07,nujek
promosi kurang,Tukang Maen,5,2020-05-31 04:27:33,nujek
aplikasi bagus harga murah,okti chrisstiana,5,2020-05-31 02:51:46,nujek
perlu pantau drivernya ada driver nakal terima order tidak jalan bagai alas dan tunggu pesan lama lebih 1 5 jam order batal driver bilang klo dikerjain,Kurniawan Wahyu,1,2020-05-30 15:17:11,nujek
mantab karya anak bangsa kreatifitas moga beri manfaat berkah,Pengguna Google,5,2020-05-30 02:57:51,nujek
moga makin lancar order,Kohongia Supriyanto,5,2020-05-29 06:34:21,nujek
sangat cocok masyarakat,Mawardi Wardi,5,2020-05-29 05:22:31,nujek
good smga tambah maju amin,Awan EVOLUSI,5,2020-05-29 05:17:14,nujek
harus aplikasi nujek kalau updet itu lebih mudah jangkau bukan malah sulit dan hanya satu operator tentu huft,SECHUFU CHANNEL,1,2020-05-29 00:55:00,nujek
gak driver yg pick up hedehhhhh aplikasi gak jelas,aku iki,1,2020-05-28 03:35:00,nujek
tolong aplikasi nya hadir appstore ios,Rollys Hasan,4,2020-05-27 23:51:52,nujek
mau log in aja susah banget jaringn sibuk ros,sang pendosa,1,2020-05-27 11:11:17,nujek
sukses slalu nujek semua banyak minat,Melina ayu Safitri,5,2020-05-27 01:44:15,nujek
joss los gak rewrl,Achmad Fatoni,5,2020-05-26 03:18:44,nujek
nujek kota gorontalo draver nya pil kalo mau antar barang pun pesan draver gorontalo mau order dekat kan anjing tolol fixxx auto hapus woy driver gorontalo anjing nyari duit pilih tai mending gue balik grab aja tai,Lupa Ingat,1,2020-05-26 00:47:29,nujek
lama bgt nunggu driver y maps y sering bgt g jalan g estimasi waktu juga,Noke Fie,1,2020-05-25 10:52:39,nujek
bintang 4 moga amanah,Irma jaya Interior Exterior,4,2020-05-24 02:37:17,nujek
apk ribet daftar kali kali g masuk padahal email aktf tp pas daftar g valid kecewa banget padahal ken coba,Wasiah Nurilmiyah,1,2020-05-22 04:21:20,nujek
download nujek tarif lebih murah ojol,Rizki Alan,5,2020-05-21 05:11:53,nujek
bagus aplikasi dukung,triedikartikochandra Bagong,5,2020-05-19 13:54:44,nujek
alam naik nuje enak,guidohamonangan samosir,5,2020-05-19 05:12:25,nujek
driver nya sangat ramah sopan sen langsung datang makasih y nujek semoge lebih maju depan,Hy Sopia_,5,2020-05-18 21:54:27,nujek
kalo order bolak balik rute jalan disamain dong jangan dijauhin brangkat sama pulang harga beda padahal titik lokasi nya sama,Ricky Ramadhan,1,2020-05-17 19:32:24,nujek
harga jangkau driber ramah y,Muhammad Ichsan Fachrurozi,5,2020-05-16 18:11:38,nujek
ga jelas app,Natalia Suratman,1,2020-05-16 04:34:50,nujek
udah cukup baik ukur datang baru moga depan saing lebih baik,Andi Prastadi,5,2020-05-15 16:07:51,nujek
ini aplikasi bikin bingung,Jenny “Jenny Cahyati” Cahyati,5,2020-05-14 10:05:56,nujek
minta kode verifikasi kok gak dapat2 ya,yourda yourda,2,2020-05-13 00:20:48,nujek
mohon terus baik cs nyaman senang guna aplikasi ini titik jmput map gambar driver map diem aja ga jalan padahal driver jalan titik jemput semangatmajubersamanujek,kiki mahdi,5,2020-05-12 05:46:53,nujek
sempurna min tinggal iklan medsos televisi,atoto antis,5,2020-05-11 15:05:33,nujek
sangat tunjang langsung hidup,J pitoyo,4,2020-05-10 15:23:58,nujek
saya senang sekali nu makin kembang,"Ahmad Aditia, S.H.",5,2020-05-09 12:03:26,nujek
sangat senang amanah jujur aman,Rasiman,5,2020-05-08 11:30:47,nujek
untuk mesan food kadang terlalu jauh dri driver restonya tau yg order justru driver jarak yg dekat dg mes tolong baik dalam ini,Indra Muliyanto,5,2020-05-07 14:00:19,nujek
bagaimana ingin gabung jadi driver domisili dijaksel,mame,5,2020-05-07 11:34:57,nujek
moga ekonomi rakyat nu makin solit hal dulu nahdlatut tujjar amiiiin,rief sheilasonic,5,2020-05-06 15:00:19,nujek
kasih promo buat langgan lebih banyak minat utama kalang santri banyakin mitra food,Sang Fakir,5,2020-05-06 13:48:25,nujek
tetep semangat,Vimbirobsonrito Tampubolon,5,2020-05-06 08:56:31,nujek
di update malah maps gak nitik,udo,4,2020-05-05 20:35:36,nujek
canggih sempurna,Darto Darto,5,2020-05-05 18:37:51,nujek
banyak promo lumayan hemat keluar pas banget pandemi gni terimakasih banyak,Siti Rohmah,5,2020-05-05 17:27:09,nujek
moga tambah sukses,sutriono rino,5,2020-05-05 13:54:49,nujek
sangat bantu manfaat,yaser latoangi,5,2020-05-04 12:04:07,nujek
coba bikin aplikasi nujekfood merchan biar warung mudah daftar menu biar makin banyak pilih menu nya,Aliya Ajha,5,2020-05-04 11:00:44,nujek
moga rame promo mohon banyak sosialisasi luas masyarakat tau nujek semangattt buat crew nujek,Muamar,5,2020-05-04 10:51:36,nujek
alhamdulillah udah log in makasih udah benerin,Aulia Putri,4,2020-05-03 06:32:46,nujek
mau order sering team out gimana aplikasi d baik biar langgan ga kecewa,Dwi Wahyuningsih,2,2020-05-03 01:09:24,nujek
mantap ojolnya nujek,Abdul Hakim,5,2020-05-01 07:20:41,nujek
murah nyaman,Saleh Sampang,5,2020-05-01 07:10:18,nujek
tempat tuju bnyak yg ad,Thya comell,3,2020-05-01 06:00:10,nujek
nujek seperti jadi solusi moga exist,Nurkolis Kolis,4,2020-05-01 03:32:52,nujek
maap ada apa apl nujek tumpang kenapa gabisa masuk padahl pake gmail koo gabisa2 yah masuk daftar mohon admin baik atas bug kesahalan ini moga nujek depan nya makin jaya,SEAN GAMING,5,2020-05-01 01:40:41,nujek
knp g login padahal belum sudah punya akun nya hadehwh,Ezar Putra,1,2020-05-01 01:25:04,nujek
mantap banyak manfaat nya,Edi Mulyadi,5,2020-04-30 23:14:34,nujek
aplikasi yg bagus banyak memori layan jasa juga siiipp,Galih Bagus,5,2020-04-30 21:25:55,nujek
tolong baik progres aplikasi,amir mahmud,3,2020-04-30 14:08:09,nujek
sip murah tarif y,Ariez Budhi Anggari,5,2020-04-30 06:14:16,nujek
moga makin manfaat,Agus Wibowo,5,2020-04-28 08:10:25,nujek
sangat muas layan,Pengguna Google,5,2020-04-27 13:46:08,nujek
apk sangat bantu ongkos nya murah yuu jgn lupa download apk nya,Pengguna Google,5,2020-04-26 09:30:51,nujek
moga aplikasi bantu mepermudah masyrakat indonesia jasa antar jemput barang maupun orang moga succes terus aplikasi meng uprade fitur2 canggih,Pengguna Google,5,2020-04-25 15:08:16,nujek
bagus moga makin maju,Pengguna Google,5,2020-04-24 13:30:12,nujek
mantap nujek jaya selalu i love nujek dg tarif yg murah layan ramah profesional,Pengguna Google,5,2020-04-23 20:50:22,nujek
bagus jga nh,Pengguna Google,5,2020-04-23 11:59:56,nujek
ini aplikasi ojek online apa otp ya tidak kirim sama sekali nyesal aku download ya aplikasi tidak guna alias sampah cuma bisa rugi orang saja aplikasi karya nusantara bodoh,Pengguna Google,1,2020-04-23 02:25:04,nujek
moga manfaat masyarakat butuh hemat murah,Pengguna Google,5,2020-04-23 00:33:11,nujek
bagus sekali sering guna aplikasi ini,Pengguna Google,5,2020-04-22 14:06:05,nujek
drivernya banyak yg gak aktif,Pengguna Google,3,2020-04-21 22:46:55,nujek
susah order driver padahal driver banyak,Pengguna Google,2,2020-04-21 22:44:24,nujek
mau daftar jadi mitra nu food gana jelas nya,Pengguna Google,4,2020-04-21 19:11:59,nujek
aplikasi krng canggih gk kya gojek ama grab masa sy daftar gk bs msuk k akun tumpang nujek yg nongol trs cma tulis server eror trs,Pengguna Google,1,2020-04-21 11:34:22,nujek
kapan di kalimantan ka saya daftar domisili kalimantan,Pengguna Google,5,2020-04-21 08:56:40,nujek
daftar ko gk aplikasi apaaa lama,Pengguna Google,1,2020-04-19 15:58:14,nujek
saya mendownload loading nya lamaaaa,Pengguna Google,1,2020-04-19 07:45:27,nujek
nujek hadir solusi semua kalang masyarakat tarif sangat hemat ayoo mana mau aktivitas guna selalu nujek daya ekonomi umat,Pengguna Google,5,2020-04-19 04:19:29,nujek
sangat bantu sekali,Pengguna Google,5,2020-04-18 09:50:23,nujek
untuk pihak nujek bikin iklan tv biar masyarakat tahu semangat nujek tetap sukses maju,Pengguna Google,5,2020-04-18 07:23:01,nujek
harus nya punya dompet digital biar hindar dr order fiktif,Pengguna Google,5,2020-04-16 01:55:47,nujek
visi sangat bagus,Pengguna Google,5,2020-04-12 12:50:32,nujek
nujek enak ongkir nya murah kalau kalian akan nyesel deh,Pengguna Google,5,2020-04-11 13:46:35,nujek
mantap keren,Pengguna Google,5,2020-04-10 09:12:05,nujek
driver ramah jalan nyaman,Pengguna Google,5,2020-04-10 03:08:19,nujek
nggeh sae gus,Pengguna Google,5,2020-04-09 23:50:44,nujek
payah gak ad driver surabaya coe,Pengguna Google,1,2020-04-08 03:00:29,nujek
bagaimana cara mau edit akun atur menu akan jual,Pengguna Google,2,2020-04-07 12:55:40,nujek
coba lihat daftar menu makan nyata jauh luar kota yg segera update biar tdk mengecewaksn konsumen,Pengguna Google,3,2020-04-06 13:22:08,nujek
aplikasi bagus sayang banyak belum tau,Pengguna Google,5,2020-04-06 11:34:45,nujek
mudah depan aplikasi lebih baik bantu buat konsumen nya restonya para driver nya lebih sejahtera aamiin 1 moga berkah jaya buat nujek,Pengguna Google,5,2020-04-05 14:58:26,nujek
maju trus nujek jdi maslahat umat,Pengguna Google,5,2020-04-05 13:41:02,nujek
mohon baik maps nya pake here kurang maksimal alamat jemput antar tepat lebih modern in aplikasi,Pengguna Google,1,2020-04-04 15:31:01,nujek
ketika mau masuk aplikasi terus pindah email malah cepet bgt pindah nya jadi sangat lama masuk nya baik aplikasi ini,Pengguna Google,2,2020-04-02 13:56:23,nujek
oke jujur hemat,Pengguna Google,5,2020-04-02 08:26:34,nujek
draiver nya ramah jalan nyaman murah,Pengguna Google,5,2020-03-31 18:30:07,nujek
bagus sekali selalu kembang,Pengguna Google,5,2020-03-31 15:24:31,nujek
sangat bantu tarif sesuai,Pengguna Google,5,2020-03-31 12:32:10,nujek
admin yg daftar slow respon bnget koyokx ndak niat jam kerja 10 00- 16 00 tpi slow respon gmn mau maju sedang admin vendor respon ceper,Pengguna Google,2,2020-03-30 08:44:15,nujek
mau aplikasi jangan iklan jangan ngelek di buka saya mau dapettin driver nujek cewek,Pengguna Google,3,2020-03-30 03:25:38,nujek
klo mau daftar jd driver nya utk area cirebon dmn yaa,Pengguna Google,5,2020-03-29 08:56:30,nujek
nujek memang jujur hemat tarif lebih murah moga makin kembang nujek,Pengguna Google,5,2020-03-29 08:42:17,nujek
belum pernah ikut nujek blm pernah liat jalan benar krpingin punua aplikasi nujek,Pengguna Google,5,2020-03-29 08:38:36,nujek
good di bandung udah loncing blum banyakin iklan promo nya,Pengguna Google,5,2020-03-28 13:17:45,nujek
aplikasi sangat bagus sayang pihak manajemen kurang aktif utk promosi khusus daerah pontianak kalimantan barat,Pengguna Google,5,2020-03-28 07:26:32,nujek
kok susah masuk,Pengguna Google,3,2020-03-27 11:25:56,nujek
baru pertama naik nujek taxi driver nya ramah,Pengguna Google,5,2020-03-27 06:02:34,nujek
area maps gogle maps dijogja sempurna alamat cuma sedikit,Pengguna Google,5,2020-03-27 02:02:57,nujek
apk nya murah loh buru coba,Pengguna Google,5,2020-03-26 06:15:47,nujek
mantap aplikasi lengkap,Pengguna Google,5,2020-03-26 05:52:53,nujek
aplikasih keren mantap,Pengguna Google,5,2020-03-26 05:48:23,nujek
driver ramah sopan,Pengguna Google,5,2020-03-26 05:01:22,nujek
bintang 3 dlu y,Pengguna Google,3,2020-03-25 13:01:18,nujek
ayo warga surabaya sidoarjo download aplikasi nujek buru,Pengguna Google,5,2020-03-24 22:34:34,nujek
ga masuk,Pengguna Google,1,2020-03-24 10:01:11,nujek
boleh tau siapa manager kalau foundernya mau tanya serius bikin nujek jangan bawa2 nu kalau gk serius,Pengguna Google,1,2020-03-23 16:17:42,nujek
gk bsa daftar sekarang,Pengguna Google,5,2020-03-23 04:15:59,nujek
ok maga maki maju app nya,Pengguna Google,5,2020-03-22 08:47:52,nujek
mantappp ayoo download semua yg blm download,Pengguna Google,5,2020-03-20 08:37:25,nujek
aplikasi adem mata,Pengguna Google,5,2020-03-20 04:50:00,nujek
ok cepat nya jalan kpn lounching d lmpung,Pengguna Google,5,2020-03-20 00:34:29,nujek
aplikasi cs ga sekali map nya google map kalo pake here lenceng titik,Pengguna Google,5,2020-03-19 13:20:40,nujek
mau daftar jd mitra aja tp proses verifikasi lama banget sdh lewat 1x24 jam,Pengguna Google,1,2020-03-19 11:32:33,nujek
moga terus kembang dan selalu beri layan baik masyarakat indonesia amin,Pengguna Google,5,2020-03-19 11:09:39,nujek
nu jek mantap,Pengguna Google,5,2020-03-19 01:30:00,nujek
slamat malam mau tanya knapa status daftar masih verifikasi padahal udah 1bulan lebih,Pengguna Google,4,2020-03-18 13:25:01,nujek
sangat mem bantu,Pengguna Google,5,2020-03-18 10:02:08,nujek
bagus sih cuma perlu iklan saja,Pengguna Google,5,2020-03-18 07:13:37,nujek
susah masuk gagal terus benerin dong biar asyik,Pengguna Google,1,2020-03-17 18:40:36,nujek
saya kasih bintang 3 biar sunnah usul kalau ada aplikasi bayar non tunai ovo go pay terima kasih,Pengguna Google,3,2020-03-17 11:34:53,nujek
layan ramah2 sopan tidak ugal ugalan bawa motor,Pengguna Google,5,2020-03-17 11:13:35,nujek
karya anak santri mantaaaap,Pengguna Google,5,2020-03-17 08:03:47,nujek
